,CPU 제조사,그래픽 제조사,메모리 용량,저장장치1 크기,저장장치2 크기,운영체제,CPU Score,GPU Score,용도,최저가,메모리 타입_DDR3L,메모리 타입_DDR4,메모리 타입_DDR5,메모리 타입_GDDR6,메모리 타입_LPDDR4,메모리 타입_LPDDR5,저장장치1_M.2,저장장치1_SSD,저장장치1_eMMC,저장장치1_mSATA,저장장치2_M.2,저장장치2_SSD,저장장치2_eMMC,저장장치2_mSATA
6287,1,1,64,1000.0,0.0,1,8776,7820,1,1656200,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2240,1,1,16,500.0,0.0,0,27395,17071,1,1199790,0,1,0,0,0,0,1,0,0,0,1,0,0,0
730,1,0,32,512.0,0.0,1,8754,1279,0,962990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2636,1,0,16,256.0,0.0,1,19524,1644,0,1057720,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5507,1,0,16,512.0,0.0,0,16798,1279,0,917000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5896,1,0,8,128.0,0.0,0,10488,0,0,1382150,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5697,1,0,8,512.0,0.0,0,6235,1521,0,737990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1533,1,0,16,1000.0,0.0,1,24668,1746,0,1529000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5807,0,1,8,256.0,0.0,1,19836,17071,1,1130000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1243,1,1,16,500.0,0.0,0,19804,12707,1,1184150,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4475,1,0,8,512.0,0.0,0,26862,0,0,1551850,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2838,1,0,32,1000.0,0.0,0,4286,727,0,750000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6376,1,0,8,500.0,0.0,1,31337,2496,0,1425000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5860,1,1,8,256.0,0.0,0,17078,10075,1,1008180,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6285,1,1,64,256.0,0.0,1,8776,7820,1,1547000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6416,1,0,8,500.0,0.0,0,22864,1521,0,2141230,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2447,1,0,16,1000.0,0.0,0,14328,1644,0,768720,0,1,0,0,0,0,1,0,0,0,1,0,0,0
821,1,0,16,500.0,0.0,1,31455,14491,1,1479966,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3605,1,1,16,256.0,0.0,0,19804,22296,1,1269880,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2703,1,0,32,2000.0,0.0,1,31337,2496,0,1748900,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5729,1,0,16,256.0,0.0,1,9108,1279,0,649000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
747,1,0,8,250.0,0.0,0,6749,1101,0,422880,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3922,1,1,8,500.0,0.0,1,9238,5062,1,1380000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4122,1,1,8,256.0,0.0,1,20074,7820,1,1899990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
386,1,0,16,250.0,0.0,0,14345,9287,1,745920,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4095,0,0,8,512.0,0.0,1,9901,1568,0,848000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3905,1,0,16,256.0,0.0,1,6235,1521,0,770000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2530,1,1,64,1000.0,0.0,0,31337,22296,1,2287000,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4706,1,0,32,256.0,0.0,0,6749,1101,0,567990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3280,0,0,32,256.0,0.0,0,19836,2580,0,669000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3068,0,0,4,128.0,0.0,0,3870,0,0,508780,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5366,1,0,16,500.0,0.0,1,2272,727,0,1820000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2909,1,1,16,512.0,0.0,1,17201,17071,1,1440020,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2499,1,0,8,256.0,0.0,1,17078,1644,0,889000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
936,1,0,8,240.0,128.0,1,2816,727,0,531040,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4948,0,0,8,256.0,0.0,1,19836,2580,0,669000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2356,1,1,32,512.0,0.0,1,36085,22296,1,2800000,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3981,0,0,32,512.0,0.0,0,23813,11785,1,2378990,0,0,0,0,0,1,1,0,0,0,1,0,0,0
475,1,0,16,256.0,0.0,1,17554,0,0,1090000,0,0,1,0,0,0,1,0,0,0,1,0,0,0
817,1,1,32,2000.0,0.0,1,21180,17071,1,2707190,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4420,1,0,16,2000.0,0.0,0,8776,1279,0,1035490,0,1,0,0,0,0,1,0,0,0,1,0,0,0
625,1,0,16,256.0,0.0,0,19524,1644,0,872690,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5036,1,0,4,256.0,0.0,1,6235,1521,0,848990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
792,1,0,8,128.0,0.0,0,16798,1279,0,741990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6344,1,1,16,512.0,0.0,0,19804,12707,1,898200,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2968,1,1,32,1000.0,0.0,0,34498,23611,1,2213120,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2971,1,0,8,512.0,0.0,0,1695,326,0,628990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
698,1,0,4,128.0,0.0,1,20074,1746,0,938590,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1933,1,0,8,128.0,0.0,0,1413,326,0,401000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3602,1,0,16,512.0,0.0,1,11389,1521,0,908880,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1790,1,0,16,512.0,0.0,0,10356,1279,0,732450,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1749,1,1,16,512.0,0.0,1,23555,22296,1,2679000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2017,1,1,16,500.0,0.0,0,8843,11727,1,959000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5344,1,0,8,128.0,0.0,0,2672,727,0,420000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1717,1,0,8,120.0,0.0,0,13355,1279,0,747650,0,1,0,0,0,0,1,0,0,0,1,0,0,0
985,1,0,32,256.0,0.0,1,11085,0,0,1165000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6233,1,0,4,256.0,0.0,0,7579,1521,0,1455820,0,1,0,0,0,0,1,0,0,0,1,0,0,0
757,1,0,4,128.0,0.0,1,2367,1521,0,451050,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5709,1,0,64,512.0,0.0,0,6235,1521,0,1044990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3712,1,0,8,512.0,0.0,1,17576,1746,0,1349000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2635,1,0,8,1000.0,0.0,1,19524,1644,0,1087780,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4812,0,0,64,1000.0,0.0,0,4483,0,0,743000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3507,0,0,16,256.0,0.0,0,10888,2181,0,538000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3761,1,1,32,1000.0,0.0,0,31455,25205,1,2183650,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1683,1,0,8,128.0,0.0,0,6649,1279,0,570000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2614,1,0,4,256.0,0.0,1,10044,0,0,1043460,0,1,0,0,0,0,1,0,0,0,1,0,0,0
138,1,0,8,2000.0,0.0,1,17025,0,0,1835260,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4817,0,1,8,512.0,0.0,0,2818,12707,1,783000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3287,0,0,64,2000.0,0.0,0,19836,2580,0,1050000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4357,1,1,16,1000.0,0.0,1,17576,12770,1,1348990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3918,0,0,32,512.0,0.0,0,19836,2580,0,755000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6304,1,0,16,512.0,0.0,1,22600,1521,0,1691050,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3870,1,0,8,120.0,0.0,0,2367,1521,0,359090,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5414,1,0,4,128.0,0.0,0,4394,1101,0,408990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1509,1,0,4,64.0,128.0,1,2436,326,0,356000,0,1,0,0,0,0,0,0,1,0,0,1,0,0
969,1,0,16,500.0,0.0,0,31455,14491,1,1335300,0,1,0,0,0,0,1,0,0,0,1,0,0,0
824,1,0,8,256.0,0.0,0,2672,727,0,376990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4907,0,0,64,500.0,0.0,1,13155,2009,0,1154990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1853,1,0,32,2000.0,0.0,0,3728,727,0,712500,0,1,0,0,0,0,0,1,0,0,0,1,0,0
762,1,0,4,128.0,0.0,1,2367,1521,0,516140,0,1,0,0,0,0,0,0,1,0,0,0,1,0
153,1,0,32,512.0,0.0,0,14328,1644,0,745290,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3566,1,0,8,512.0,0.0,1,3974,1521,0,936870,0,1,0,0,0,0,1,0,0,0,1,0,0,0
569,0,0,16,1000.0,0.0,0,24568,2775,0,777570,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4193,1,0,64,4000.0,0.0,0,10044,0,0,1810990,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4753,1,1,64,1000.0,0.0,1,36085,22296,1,2230000,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2792,1,0,8,1000.0,0.0,1,12309,1279,0,1108720,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4727,1,0,8,256.0,0.0,0,14328,1644,0,426850,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4629,1,0,32,1000.0,0.0,1,31337,2496,0,1722400,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3480,1,0,8,256.0,0.0,1,4286,727,0,620000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1629,0,0,16,512.0,0.0,1,45840,26159,1,3829000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6449,0,0,8,240.0,0.0,0,20584,2606,0,565240,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4111,1,0,64,2000.0,0.0,0,20287,2496,0,1157990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3977,0,0,16,1000.0,0.0,1,14602,0,0,1368990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4522,1,0,32,2000.0,0.0,0,10488,0,0,1462990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2821,1,0,32,1000.0,0.0,0,31337,2496,0,2600000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6059,1,0,8,256.0,0.0,0,16798,1279,0,1499000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4980,1,0,8,256.0,0.0,0,6235,1521,0,569880,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4383,1,0,32,2000.0,0.0,0,19524,1644,0,989990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3952,1,1,16,512.0,0.0,0,19804,22296,1,1599000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3056,1,1,32,1000.0,0.0,1,31337,22296,1,3239730,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1928,1,0,4,256.0,0.0,0,5957,1033,0,886650,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5057,1,0,4,256.0,0.0,0,13313,1644,0,590000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1323,0,0,16,240.0,0.0,0,24568,2775,0,699450,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4434,0,0,64,1000.0,0.0,0,15608,1792,0,827990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1162,0,0,16,512.0,0.0,0,28127,19225,1,1939310,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5797,1,1,16,120.0,0.0,1,21180,5062,1,1582490,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2035,1,1,16,500.0,0.0,0,19172,12770,1,1580000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2270,0,1,32,1000.0,0.0,1,24568,20406,1,1919840,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3543,1,0,32,1000.0,0.0,1,10488,0,0,1770000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4028,1,0,8,64.0,240.0,1,1695,326,0,435530,0,1,0,0,0,0,0,0,1,0,0,1,0,0
4801,0,0,8,128.0,0.0,0,4483,0,0,408990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3646,0,0,4,128.0,0.0,0,24568,2775,0,713000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4519,1,0,16,1000.0,0.0,0,10488,0,0,1227720,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3817,1,0,16,512.0,0.0,0,14328,1644,0,619990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
971,0,1,16,500.0,0.0,0,21959,12707,0,1049000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4058,1,0,8,500.0,0.0,0,2367,1521,0,407540,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2652,0,1,32,1000.0,0.0,0,63565,37940,1,5050580,0,0,1,0,0,0,1,0,0,0,1,0,0,0
452,1,0,8,250.0,0.0,0,19524,1644,0,554530,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1230,1,0,8,240.0,0.0,1,2672,727,0,469000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
6229,1,0,8,256.0,0.0,0,20074,1746,0,1046500,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5431,1,1,16,1000.0,0.0,1,19524,12770,1,1211750,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1431,1,0,4,64.0,240.0,1,1413,326,0,349460,0,1,0,0,0,0,0,0,1,0,0,1,0,0
5157,1,0,32,1000.0,0.0,0,2672,727,0,602000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4172,1,0,8,240.0,0.0,0,10044,0,0,846000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4002,1,1,8,3000.0,0.0,1,10488,13988,1,3075800,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6437,1,1,128,4000.0,0.0,1,22978,22296,1,4998980,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3485,0,0,16,512.0,0.0,0,18825,0,0,1628990,0,0,0,0,0,1,1,0,0,0,1,0,0,0
161,1,0,16,512.0,0.0,1,19524,1644,0,890800,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4735,0,0,8,500.0,0.0,0,4301,84,0,401990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4392,1,0,4,128.0,0.0,0,4138,727,0,469000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
946,1,0,16,512.0,128.0,1,2816,727,0,641240,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2395,0,1,16,2000.0,0.0,1,19836,20406,1,2072600,0,1,0,0,0,0,1,0,0,0,1,0,0,0
353,1,0,64,1000.0,0.0,0,17554,0,0,1306790,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2522,0,0,16,1000.0,0.0,1,13011,1998,0,844000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6446,0,0,4,128.0,0.0,0,20584,2606,0,546240,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1225,0,0,8,250.0,0.0,0,16323,2370,0,468740,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4932,1,1,32,512.0,0.0,1,34498,25205,1,4077540,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3315,1,0,32,2000.0,0.0,1,11389,1521,0,1298990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3774,1,0,4,128.0,0.0,0,2672,727,0,338000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1622,1,0,4,64.0,128.0,1,2825,0,0,395010,1,0,0,0,0,0,0,0,1,0,0,1,0,0
979,1,0,8,500.0,0.0,0,14328,1644,0,545020,0,1,0,0,0,0,1,0,0,0,1,0,0,0
599,1,1,32,2000.0,0.0,0,10488,13988,1,2170000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
477,0,1,16,500.0,0.0,0,21959,17071,1,1192560,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2524,0,0,8,256.0,0.0,1,13011,1998,0,715000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
756,1,1,16,500.0,0.0,0,34498,23611,1,2086620,0,1,0,0,0,0,1,0,0,0,1,0,0,0
343,1,0,16,256.0,0.0,0,17554,0,0,1030820,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3296,1,0,32,512.0,0.0,1,20287,2496,0,1469000,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5056,1,1,32,512.0,0.0,1,22645,12707,1,1998990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4709,1,0,32,2000.0,0.0,0,6749,1101,0,786990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6339,1,0,8,256.0,0.0,0,1695,326,0,367990,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5008,1,1,64,1000.0,0.0,0,20074,22296,1,2512450,0,1,0,0,0,0,1,0,0,0,1,0,0,0
379,0,1,64,1000.0,0.0,0,2897,20406,1,1880000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2208,1,0,8,256.0,0.0,1,2062,1521,0,660000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3023,1,0,16,512.0,0.0,0,13409,0,0,1027970,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2600,0,0,16,256.0,0.0,0,19836,2580,0,549000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
805,1,0,16,256.0,0.0,0,16798,1279,0,866990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2181,0,1,16,1000.0,0.0,0,19836,20406,1,1394000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3992,1,0,16,1000.0,0.0,0,10044,0,0,952720,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2936,0,0,8,120.0,0.0,0,6870,0,0,510000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2296,1,1,16,4000.0,0.0,0,19804,20406,1,2390000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3575,1,0,16,512.0,0.0,1,3974,1521,0,1038070,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6274,1,1,8,512.0,0.0,1,8776,7820,1,1274000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4771,1,0,8,512.0,0.0,1,20074,1746,0,958790,0,1,0,0,0,0,1,0,0,0,1,0,0,0
311,1,0,16,512.0,0.0,1,6235,1521,0,899000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3418,1,0,8,1000.0,0.0,1,20287,2496,0,1590000,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1555,0,1,16,500.0,0.0,0,21959,7820,1,869630,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5351,1,0,32,512.0,0.0,0,2672,727,0,610000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1572,1,0,32,2000.0,0.0,0,13355,1279,0,1136190,0,1,0,0,0,0,0,1,0,0,0,1,0,0
767,1,0,8,128.0,0.0,1,2367,1521,0,548050,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2539,1,0,16,256.0,0.0,1,10164,0,0,920000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4162,1,0,8,64.0,1000.0,1,2654,368,0,484990,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3928,1,0,8,256.0,0.0,0,4138,727,0,391000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5589,1,0,16,256.0,0.0,0,8776,1279,0,564000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1901,1,0,16,1000.0,0.0,0,9745,1279,0,797050,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5441,1,0,8,250.0,0.0,0,6047,1279,0,679000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3880,1,0,16,500.0,0.0,0,2367,1521,0,473651,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5072,1,1,8,256.0,0.0,1,16798,13988,1,2713990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1195,1,0,4,128.0,0.0,1,17576,1746,0,781840,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6254,1,1,64,2000.0,0.0,1,36085,12770,1,3099480,0,0,1,0,0,0,1,0,0,0,1,0,0,0
6006,1,1,8,1000.0,0.0,1,27732,10075,1,1898990,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1773,1,0,4,120.0,0.0,0,16803,1279,0,882550,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3827,1,0,8,256.0,0.0,1,19524,1644,0,765780,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2007,1,0,8,240.0,0.0,0,4138,727,0,424000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4950,1,0,8,240.0,0.0,0,12309,1279,0,598000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
5719,1,0,64,1000.0,0.0,0,6235,1521,0,1196990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3174,0,1,16,512.0,0.0,0,21959,20406,1,1109870,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3293,1,0,32,1000.0,0.0,1,20287,2496,0,1519000,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4182,1,0,16,256.0,0.0,0,10044,0,0,885990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
512,1,0,8,128.0,0.0,0,22600,1521,0,1313890,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6244,1,0,8,1000.0,0.0,0,1563,326,0,357990,0,1,0,0,0,0,0,1,0,0,0,1,0,0
2685,1,0,32,512.0,0.0,1,12309,1279,0,978720,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3615,1,1,16,512.0,0.0,1,20074,22296,1,2170000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4924,1,0,32,2000.0,0.0,0,36085,2496,0,1506670,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5066,1,0,32,256.0,0.0,0,20074,1746,0,1048000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
280,1,1,16,500.0,0.0,0,19804,22296,1,1366300,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5472,1,1,8,512.0,0.0,0,19804,20406,1,1849000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1519,1,0,8,64.0,512.0,1,2436,326,0,422000,0,1,0,0,0,0,0,0,1,0,0,1,0,0
4719,1,1,16,1000.0,0.0,1,17576,12770,1,1148880,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5892,1,1,8,256.0,0.0,1,19524,17071,1,1269000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2803,1,1,16,512.0,0.0,1,22645,12707,1,1848970,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3004,1,1,16,256.0,0.0,1,17576,12770,1,1148820,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3933,1,0,32,512.0,0.0,0,4138,727,0,578870,0,1,0,0,0,0,1,0,0,0,1,0,0,0
689,0,1,16,500.0,0.0,0,2564,12770,1,796800,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5374,1,0,4,256.0,0.0,1,2816,727,0,496120,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1635,1,0,8,64.0,256.0,1,1413,326,0,379170,0,1,0,0,0,0,0,0,1,0,0,1,0,0
5653,0,0,16,256.0,1000.0,1,13531,2038,0,1192240,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2349,1,0,16,1000.0,0.0,1,3974,1521,0,1390150,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5966,0,1,16,512.0,0.0,0,28127,17071,1,1306760,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6430,1,0,16,512.0,0.0,0,22600,1521,0,1169000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6026,1,0,16,256.0,0.0,0,8776,1279,0,647000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4899,0,0,16,500.0,0.0,1,13155,2009,0,888990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2088,1,0,8,256.0,0.0,1,17078,1644,0,769000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4773,1,0,16,512.0,0.0,1,20074,1746,0,1036220,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5645,1,1,16,1000.0,0.0,0,46465,22296,1,2464910,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3505,0,0,8,128.0,0.0,0,10888,2181,0,505000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5747,1,0,8,256.0,0.0,0,17078,1644,0,799000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3808,1,1,8,500.0,0.0,1,16798,13988,1,1919990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4300,1,1,32,256.0,0.0,1,20074,17071,1,2138490,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3966,1,0,16,256.0,0.0,1,14328,1644,0,978770,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1716,0,1,16,512.0,0.0,0,39306,22296,1,2352580,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3260,1,0,4,240.0,0.0,1,2816,727,0,382000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3111,1,0,8,128.0,0.0,1,4138,727,0,770000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2416,1,0,4,256.0,0.0,1,5288,1521,0,678000,0,1,0,0,0,0,0,1,0,0,0,1,0,0
6252,1,1,64,512.0,0.0,1,36085,12770,1,2879480,0,0,1,0,0,0,1,0,0,0,1,0,0,0
3649,0,0,16,512.0,0.0,0,24568,2775,0,818000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3486,1,0,8,256.0,0.0,1,31337,2496,0,1336540,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4592,0,0,16,512.0,0.0,1,18825,0,0,1748990,0,0,0,0,0,1,1,0,0,0,1,0,0,0
727,1,0,8,128.0,0.0,1,8754,1279,0,746000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1936,0,1,32,1000.0,0.0,0,21959,25205,1,3300000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
875,1,0,8,256.0,0.0,1,4138,727,0,671990,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4474,1,0,8,500.0,0.0,0,26862,0,0,1561650,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4821,1,1,8,512.0,0.0,1,6340,5062,1,1972690,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2831,1,0,8,2000.0,0.0,0,4286,727,0,740000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
315,0,0,16,256.0,0.0,1,14602,0,0,909000,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3217,1,0,16,250.0,0.0,0,21950,0,0,913360,0,0,1,0,0,0,1,0,0,0,1,0,0,0
5926,1,0,16,512.0,0.0,1,19524,1644,0,1149000,0,0,1,0,0,0,1,0,0,0,1,0,0,0
